uap_source_id,source_type,first_name,last_name,role,organization,website,podcast_name,rss_feed,focus_areas,language,country,city,credibility_tier,social_media,email,phone,notes,data_source
UAP-PRS-pittmanross-0266,person,Ross,Pittman,researcher;journalist,Conscious Life News,,,,consciousness;disclosure,en,USA,,2,,,,Alternativa nyheter om UAP och consciousness.,manual_clio
UAP-PRS-tsoukalosgiorgio-0267,person,Giorgio,Tsoukalos,journalist;podcaster,,,Ancient Aliens,,ancient_aliens;historical;space,en,USA,,3,@tsoukalos,,,Ancient Aliens-programmet. Populärkultur.,manual_clio
UAP-PRS-youngsteph-0268,person,Steph,Young,journalist;author,,,,,historical;crash_retrieval;aerial,en,USA,,2,,,,UAP-historiker. Crash retrieval-fokus.,manual_clio
UAP-PRS-redfernnick-0269,person,Nick,Redfern,researcher;author,,https://nickredfern.blogspot.com,,,aerial;conspiracy;historical,en,UK,Dallas TX,2,@nickredfernFort,,,Duplicate. Brittisk bakgrund bosatt i USA.,manual_clio
UAP-ORG-sufoiskandinavis-0270,organization,,,SUFOI — Skandinavisk UFO Information,SUFOI — Skandinavisk UFO Information,https://sufoi.dk,,,historical;nordic;aerial,da,Denmark,Copenhagen,1,,,,Ledande dansk UAP-organisation.,manual_clio
UAP-ORG-nufnorskufoforen-0271,organization,,,NUF — Norsk UFO-Forening,NUF — Norsk UFO-Forening,,,,aerial;nordic;reporting,no,Norway,Oslo,2,,,,Norsk UFO-förening.,manual_clio
UAP-ORG-gicoffgteborgsuf-0272,organization,,,GICOFF — Göteborgs UFO-Sällskap,GICOFF — Göteborgs UFO-Sällskap,,,,historical;nordic,sv,Sweden,Gothenburg,2,,,,Göteborgs UFO-Sällskap. Grundat 1958.,manual_clio
UAP-ORG-gustglobalunderw-0273,organization,,,GUST — Global Underwater Search Team,GUST — Global Underwater Search Team,https://gust.se,,,aerial;underwater;nordic,sv,Sweden,,2,,,,USO-forskning i svenska vatten.,manual_clio
UAP-ORG-cenapcentraleser-0274,organization,,,CENAP — Centrales Erforschungsnetz außergewöhnlicher Phänomene,CENAP — Centrales Erforschungsnetz außergewöhnlicher Phänomene,https://cenap.de,,,debunking;historical;germany,de,Germany,Mannheim,2,,,,Tysk skeptisk UAP-organisation.,manual_clio
UAP-ORG-gepgesellschaftz-0275,organization,,,GEP — Gesellschaft zur Erforschung des UFO-Phänomens,GEP — Gesellschaft zur Erforschung des UFO-Phänomens,,,,aerial;germany;historical,de,Germany,,2,,,,Tysk UFO-sällskap.,manual_clio
UAP-ORG-duistdeutscheufo-0276,organization,,,DUIST — Deutsche UFO/IFO-Studiengemeinschaft,DUIST — Deutsche UFO/IFO-Studiengemeinschaft,,,,historical;aerial;germany,de,Germany,Wiesbaden,1,,,,Grundad 1954. Pionjär i tysk UAP-forskning.,manual_clio
UAP-ORG-npnnautiluspolsk-0277,organization,,,NPN — Nautilus Polska,NPN — Nautilus Polska,https://npn.pl,,,aerial;historical;poland,pl,Poland,Kraków,2,,,,Ledande polsk UAP-organisation.,manual_clio
UAP-ORG-isgpinstitutefor-0278,organization,,,ISGP — Institute for the Study of Globalization and Covert Politics,ISGP — Institute for the Study of Globalization and Covert Politics,https://isgp-studies.com,,,historical;political;disclosure,en,Netherlands,Amsterdam,2,,,,Analytisk djupdykning i hemliga program inkl. UAP.,manual_clio
UAP-ORG-contactperu-0279,organization,,,CONTACT Peru,CONTACT Peru,,,,aerial;latin_america;peru,es,Peru,Lima,2,,,,Peruansk UAP-organisation.,manual_clio
UAP-ORG-dubaiastronomygr-0280,organization,,,Dubai Astronomy Group,Dubai Astronomy Group,https://dubaiastronomy.com,,,space;astronomy;middle_east,ar,UAE,Dubai,2,,,,Relevant för regional rymdövervakning.,manual_clio
UAP-ORG-hessdaleninstitu-0281,organization,,,Hessdalen Institute,Hessdalen Institute,https://hessdalen.org,,,aerial;physics;norway;hessdalen,no,Norway,Hessdalen,1,,,,Samordnar vetenskaplig forskning kring Hessdalen-ljusen.,manual_clio
UAP-ORG-mufonces-0282,organization,,,MUFON-CES,MUFON-CES,,,,aerial;physics;germany,de,Germany,Munich,1,,,,Central European Section of MUFON. Illobrand von Ludwiger.,manual_clio
UAP-ORG-earthfiles-0283,organization,,,Earthfiles,Earthfiles,https://earthfiles.com,Earthfiles,https://feeds.megaphone.fm/earthfiles,aerial;animal_mutilation;crop_circles,en,USA,,2,,,,Linda Moulton Howe.,manual_clio
UAP-ORG-sigap-0284,organization,,,SIGAP,SIGAP,https://sigap.com,,,aerial;uk,en,UK,,2,,,,Study and Investigation Group on Aerial Phenomena.,manual_clio
UAP-ORG-anomalousresearc-0285,organization,,,Anomalous Research UK,Anomalous Research UK,,,,aerial;uk;historical,en,UK,,2,,,,Brittisk UAP-forskning.,manual_clio
UAP-ORG-caipancolloquesu-0286,organization,,,CAIPAN — Colloque sur les Anomalies dans l'Espace Proche et Aérien de la Terre,CAIPAN — Colloque sur les Anomalies dans l'Espace Proche et Aérien de la Terre,,,,aerial;academic;france,fr,France,Paris,1,,,,Vetenskaplig konferens arrangerad av GEIPAN 2014. Viktig referenspunkt.,manual_clio
UAP-PRS-mrnernilsaxel-0287,person,Nils-Axel,Mörner,scientist,Stockholm University,,,,physics;geology;nordic,sv,Sweden,Stockholm,1,,,,Fd professor paleogeofysik. Engagerat sig i UAP-fenomenet i sent karriärskede. Deceased 2020.,manual_clio
UAP-PRS-kuhlemannbertil-0288,person,Bertil,Kuhlemann,researcher,,,,,historical;nordic;ghost_rockets,sv,Sweden,,2,,,,Tidig svensk UFO-utredare. Aktiv på 1950–60-tal.,manual_clio
UAP-PRS-schalinsven-0289,person,Sven,Schalin,researcher,,,,,historical;nordic,sv,Sweden,,2,,,,Tidig UFO-forskning i Sverige. Korresponderade med internationella org.,manual_clio
UAP-PRS-thrnblomrichard-0290,person,Richard,Thörnblom,researcher,,,,,historical;nordic,sv,Sweden,,2,,,,Känd för Väddö-fallen och 1960-talsobservationer.,manual_clio
UAP-PRS-franznke-0291,person,Åke,Franzén,researcher,,,,,historical;underwater;nordic,sv,Sweden,Stockholm,2,,,,Vrakletare. Undersökte spökubåtsfenomenet 1980-tal i Stockholms skärgård.,manual_clio
UAP-PRS-kessoningvar-0292,person,Ingvar,Åkesson,researcher,AFU,https://ufo.se,,,historical;nordic;archival,sv,Sweden,Norrköping,2,,,,AFU-arkivarie och registrator. Katalogiserat tusentals svenska fall.,manual_clio
UAP-PRS-martinssonperaxe-0293,person,Per-Axel,Martinsson,researcher,,,,,historical;nordic,sv,Sweden,,2,,,,Svensk UFO-forskning. Lokala rapporter södra Sverige.,manual_clio
UAP-PRS-lindblombo-0294,person,Bo,Lindblom,researcher,,,,,historical;nordic;ghost_rockets,sv,Sweden,,2,,,,Spökraketerna. Intervjuat militära vittnen.,manual_clio
UAP-PRS-lindgrenhenrik-0295,person,Henrik,Lindgren,journalist,SVT,https://svt.se,,,aerial;news;nordic,sv,Sweden,Stockholm,2,,,,SVT-journalist som täckt UAP-frågan i svensk public service-kontext.,manual_clio
UAP-PRS-sundnerik-0296,person,Erik,Sundén,journalist,SR,https://sverigesradio.se,,,aerial;news;nordic,sv,Sweden,Stockholm,2,,,,Sveriges Radio. UAP-reportage.,manual_clio
UAP-PRS-carnebornove-0297,person,Ove,Carneborn,researcher,,,,,historical;nordic;consciousness,sv,Sweden,Gothenburg,2,,,,Kontaktforskning och consciousness-perspektiv inom svensk UAP-rörelse.,manual_clio
UAP-PRS-furuholthvard-0298,person,Håvard,Furuholt,journalist,Dagbladet,https://dagbladet.no,,,aerial;news;nordic,no,Norway,Oslo,2,,,,Dagbladet-journalist. Täckt norska UAP-siktningar.,manual_clio
UAP-PRS-aamodtgeir-0299,person,Geir,Aamodt,researcher,NUF,,,,aerial;nordic;reporting,no,Norway,,2,,,,NUF-representant. Norska rapportfall.,manual_clio
UAP-PRS-weierudfrode-0300,person,Frode,Weierud,researcher,,,,,historical;nordic;ghost_rockets,no,Norway,,1,,,,Norsk kryptolog. Analyserat spökraketerna och militärkorrespondens.,manual_clio
UAP-PRS-bjerknessteinar-0301,person,Steinar,Bjerknes,researcher,,,,,historical;nordic;consciousness,no,Norway,Tromsø,2,,,,Nordnorsk UAP-forskning. Arktiska observationer.,manual_clio
UAP-PRS-roarslthunnils-0302,person,Nils,Roar Sælthun,scientist,University of Oslo,,,,physics;aerial;nordic,no,Norway,Oslo,2,,,,Hydrologist som rapporterat och analyserat norska ljusfenomen.,manual_clio
UAP-PRS-hgsethunni-0303,person,Unni,Høgseth,journalist,NRK,https://nrk.no,,,aerial;news;nordic,no,Norway,Oslo,2,,,,NRK-journalist. Norsk public service-täckning av UAP.,manual_clio
UAP-PRS-lilletvedtbjarne-0304,person,Bjarne,Lilletvedt,researcher,,,,,aerial;nordic;historical,no,Norway,Stavanger,2,,,,Vestlandsk UAP-forskning.,manual_clio
UAP-PRS-kjeldsmarkjohn-0305,person,John,Kjeldsmark,researcher,SUFOI,https://sufoi.dk,,,historical;nordic;aerial,da,Denmark,Copenhagen,2,,,,SUFOI-medarbetare. Dansk UAP-databas.,manual_clio
UAP-PRS-laursendan-0306,person,Dan,Laursen,researcher,,,,,historical;nordic;debunking,da,Denmark,,2,,,,Dansk skeptisk analys av UAP-fall.,manual_clio
UAP-PRS-hansenkjeld-0307,person,Kjeld,Hansen,journalist,DR,https://dr.dk,,,aerial;news;nordic,da,Denmark,Copenhagen,2,,,,DR — Danmarks Radio. Täckt UAP-ämnen i dansk public service.,manual_clio
UAP-PRS-laigaardjens-0308,person,Jens,Laigaard,researcher,SUFOI,https://sufoi.dk,,,historical;nordic;aerial,da,Denmark,,2,,,,SUFOI. UFO-årbog redaktör. Statistisk analys av danska fall.,manual_clio
UAP-PRS-vesborgpeter-0309,person,Peter,Vesborg,scientist,DTU,https://dtu.dk,,,physics;seti;space,da,Denmark,Copenhagen,2,,,,DTU-forskare. Kommenterat UAP-frågan ur vetenskaplig synvinkel.,manual_clio
UAP-PRS-taskinenpekka-0310,person,Pekka,Taskinen,researcher,,,,,historical;nordic;aerial,fi,Finland,,2,,,,Finsk UAP-historiker. Dokumenterat finska fall.,manual_clio
UAP-PRS-mkinenesa-0311,person,Esa,Mäkinen,journalist,Helsingin Sanomat,https://hs.fi,,,aerial;news;nordic,fi,Finland,Helsinki,2,,,,Helsingin Sanomat. Täckt UAP-frågan i finsk media.,manual_clio
UAP-PRS-ihonenmarkku-0312,person,Markku,Ihonen,researcher,,,,,historical;nordic;consciousness,fi,Finland,Tampere,2,,,,Finsk kontaktforskning och UAP-historia.,manual_clio
UAP-PRS-soldjouni-0313,person,Jouni,Sold,researcher,,,,,aerial;nordic;reporting,fi,Finland,,2,,,,Finsk UAP-rapportering. Norra Finland.,manual_clio
UAP-PRS-hafsteinvaldimar-0314,person,Valdimar,Hafstein,researcher;academic,University of Iceland,,,,folklore;consciousness;nordic,is,Iceland,Reykjavik,2,,,,Folklorist. Isländska traditioner om ljusfenomen och oförklarade upplevelser.,manual_clio
UAP-PRS-jnassonbjrn-0315,person,Björn,Jónasson,journalist,Morgunblaðið,https://mbl.is,,,aerial;news;nordic,is,Iceland,Reykjavik,2,,,,Morgunblaðið. Isländsk press. Täckt anomala luftfenomen.,manual_clio
UAP-PRS-sveinssonpll-0316,person,Páll,Sveinsson,researcher,,,,,aerial;nordic;historical,is,Iceland,Akureyri,2,,,,Nordisländsk UAP-forskning. Geotermala ljusfenomen.,manual_clio
UAP-PRS-pharabodjeanpier-0317,person,Jean-Pierre,Pharabod,scientist,,,,,physics;aerial;belgium,fr,Belgium,,1,,,,Fysiker. Bidrog till vetenskaplig analys av belgiska UAP-vågen 1989–91.,manual_clio
UAP-PRS-verbekemarianne-0318,person,Marianne,Verbeke,researcher,SOBEPS,,,,aerial;historical;belgium,fr,Belgium,Brussels,2,,,,SOBEPS-medarbetare. Belgisk UAP-dokumentation.,manual_clio
UAP-PRS-ledantalain-0319,person,Alain,Ledant,researcher,,,,,aerial;historical;belgium,fr,Belgium,Liège,2,,,,Liègebaserad UAP-forskning.,manual_clio
UAP-PRS-campionedmond-0320,person,Edmond,Campion,researcher,,,,,aerial;belgium;historical,fr,Belgium,,2,,,,Belgisk UFO-historiker.,manual_clio
UAP-PRS-waumanskris-0321,person,Kris,Waumans,journalist,VRT,https://vrt.be,,,aerial;news;belgium,nl,Belgium,Brussels,2,,,,VRT Nieuws. Flamländsk public service. Täckt UAP-ämnen.,manual_clio
UAP-PRS-ceulemansfilip-0322,person,Filip,Ceulemans,researcher,,,,,aerial;belgium;historical,nl,Belgium,Antwerp,2,,,,Flamländsk UAP-historiker.,manual_clio
UAP-PRS-esterlealain-0323,person,Alain,Esterle,official,CNES/GEPAN,,,,aerial;official;france,fr,France,Toulouse,1,,,,Fd chef GEPAN (1983). Tätt samarbete med militär. Rapport nr 1977.,manual_clio
UAP-PRS-lagrangepierre-0324,person,Pierre,Lagrange,researcher;academic,EHESS,,,,historical;academic;france,fr,France,Paris,2,,,,"EHESS-sociolog. Vetenskapssociologi och UAP. ""La guerre des soucoupes"".",manual_clio
UAP-PRS-mesnardjol-0325,person,Joël,Mesnard,researcher,,https://infosite.ovni.net,,,aerial;historical;france,fr,France,,2,,,,LDLN (Lumières dans la Nuit). Redaktör för inflytelserik fransk UAP-tidskrift.,manual_clio
UAP-PRS-bowencharles-0326,person,Charles,Bowen,researcher,FSR,,,,historical;aerial;france;uk,fr;en,France,,1,,,,Flying Saucer Review-redaktör. Internationell UAP-täckning.,manual_clio
UAP-PRS-michelaim-0327,person,Aimé,Michel,researcher;author,,,,,historical;aerial;physics,fr,France,,1,,,,Pionjär. Orthoteni-hypotesen. Flying Saucers and the Straight-Line Mystery 1958. Deceased.,manual_clio
UAP-PRS-guieujimmy-0328,person,Jimmy,Guieu,author;researcher,,,,,historical;aerial;consciousness,fr,France,,2,,,,Tidig fransk sci-fi-författare och UAP-popularisatör. Deceased.,manual_clio
UAP-PRS-lagardefernand-0329,person,Fernand,Lagarde,researcher,,,,,historical;aerial;france,fr,France,,2,,,,Analyserade franska landsättningsfall. Statistisk metod.,manual_clio
UAP-PRS-halletmarc-0330,person,Marc,Hallet,researcher;debunker,,,,,debunking;historical;belgium;france,fr,Belgium,Liège,2,,,,Franskspråkig skeptisk analys. Belgien/Frankrike.,manual_clio
UAP-PRS-pinvidicthierry-0331,person,Thierry,Pinvidic,researcher,,,,,historical;aerial;france,fr,France,,2,,,,OVNI: les premiers documents officiels français. Archivist.,manual_clio
UAP-PRS-diniluc-0332,person,Luc,Dini,researcher,,,,,aerial;france;historical,fr,France,,2,,,,Provencalsk UAP-forskning. Tranquillan-fallet.,manual_clio
UAP-PRS-dorisabelle-0333,person,Isabelle,Doré,researcher,GEIPAN,https://geipan.fr,,,aerial;official;france,fr,France,Toulouse,2,,,,GEIPAN-analytiker. Fallhandläggning.,manual_clio
UAP-PRS-lesliedesmond-0334,person,Desmond,Leslie,researcher;author,,,,,historical;aerial;uk,en,UK,London,1,,,,Medförfattare Flying Saucers Have Landed (1953) med Adamski. Pionjär. Deceased.,manual_clio
UAP-PRS-trenchbrinsleyle-0335,person,Brinsley Le Poer,Trench,researcher;author,,,,,historical;aerial;uk,en,UK,London,2,,,,The Sky People. Tidig brittisk UAP-författare. Lord Clancarty. Deceased.,manual_clio
UAP-PRS-creightongordon-0336,person,Gordon,Creighton,researcher,FSR,,,,historical;aerial;uk,en,UK,London,1,,,,Flying Saucer Review-redaktör i decennier. Tolkade globala fall. Deceased.,manual_clio
UAP-PRS-spencerjohn-0337,person,John,Spencer,researcher,BUFORA,,,,historical;aerial;abduction;uk,en,UK,London,2,,,,BUFORA-ordförande. The UFO Encyclopedia.,manual_clio
UAP-PRS-rimmerjohn-0338,person,John,Rimmer,researcher,Magonia,https://magoniamagazine.blogspot.com,,,historical;debunking;uk,en,UK,London,2,,,,Magonia Magazine. Psykosocial UAP-hypotes.,manual_clio
UAP-PRS-rogersonpeter-0339,person,Peter,Rogerson,researcher,Magonia,,,,historical;debunking;uk,en,UK,,2,,,,Magonia. MUFOB. Kritisk historisk analys.,manual_clio
UAP-PRS-mcclurekevin-0340,person,Kevin,McClure,researcher,,,,,historical;debunking;uk,en,UK,Newcastle,2,,,,Abduction-skeptiker. Brittisk kritisk analys.,manual_clio
UAP-PRS-evanshilary-0341,person,Hilary,Evans,researcher,,,,,historical;consciousness;abduction;uk,en,UK,London,2,,,,Visions Apparitions Alien Visitors. Psykologisk UAP-analys. Deceased.,manual_clio
UAP-PRS-randlesrobert-0342,person,Robert,Randles,researcher,,,,,historical;uk,en,UK,Manchester,2,,,,Make av Jenny Randles. Brittisk UAP-historiker.,manual_clio
UAP-PRS-birdsallgraham-0343,person,Graham,Birdsall,journalist,UFO Magazine UK,,,,aerial;historical;uk,en,UK,Yorkshire,1,,,,Grundare och redaktör UFO Magazine UK. 1989–2003. Deceased 2003.,manual_clio
UAP-PRS-birdsallmark-0344,person,Mark,Birdsall,journalist,UFO Magazine UK,,,,aerial;historical;uk,en,UK,Yorkshire,2,,,,Medredaktör UFO Magazine UK. Bror till Graham Birdsall.,manual_clio
UAP-PRS-beerlionel-0345,person,Lionel,Beer,researcher,BUFORA,,,,historical;aerial;uk,en,UK,London,2,,,,BUFORA. Tidig brittisk UFO-databas.,manual_clio
UAP-PRS-haltcharles-0346,person,Charles,Halt,whistleblower;official,USAF,,,,aerial;military;official;uk,en,UK,Rendlesham,1,,,,Lt Col USAF. Rendlesham Forest-incidenten 1980. Halt-memoet.,manual_clio
UAP-PRS-turtillpeter-0347,person,Peter,Turtill,witness;researcher,,,,,aerial;uk;historical,en,UK,Suffolk,2,,,,Vittne Rendlesham-incidenten 1980.,manual_clio
UAP-PRS-butlerbrenda-0348,person,Brenda,Butler,researcher,,,,,historical;uk;official,en,UK,Suffolk,2,,,,Sky Crash. Medförfattare. Tidigt Rendlesham-dokument 1984.,manual_clio
UAP-PRS-streetdot-0349,person,Dot,Street,researcher,,,,,historical;uk;official,en,UK,,2,,,,Sky Crash-medförfattare. Rendlesham-forskning.,manual_clio
UAP-PRS-ursellpat-0350,person,Pat,Ursell,researcher,,,,,historical;uk,en,UK,,2,,,,Brittisk UAP-historiker. Lokala fall.,manual_clio
UAP-PRS-hodriendave-0351,person,Dave,Hodrien,researcher,Birmingham UFO Group,https://bufog.com,,,aerial;uk;reporting,en,UK,Birmingham,2,,,,BUFOG — Birmingham UFO Group. Aktiv rapportsamling.,manual_clio
UAP-PRS-watsonnigel-0352,person,Nigel,Watson,researcher;author,,,,,historical;uk;debunking,en,UK,,2,,,,UFOs of the First World War. Brittisk UAP-historiker.,manual_clio
UAP-PRS-veitkarlludwig-0353,person,Karl-Ludwig,Veit,researcher,DUIST,,,,historical;aerial;germany,de,Germany,Wiesbaden,2,,,,Fortsatte DUIST efter Karl Veit. Redaktör UFO-Nachrichten.,manual_clio
UAP-PRS-schneideradolf-0354,person,Adolf,Schneider,researcher,,,,,historical;aerial;germany,de,Germany,,2,,,,Tidig tysk UAP-analytiker. 1950-60-talsfall.,manual_clio
UAP-PRS-braunklaus-0355,person,Klaus,Braun,researcher,GEP,,,,aerial;germany;historical,de,Germany,Frankfurt,2,,,,GEP-medarbetare. Frankfurtområdets UAP-fall.,manual_clio
UAP-PRS-fiebagjohannes-0356,person,Johannes,Fiebag,researcher;author,,,,,historical;aerial;consciousness,de,Germany,,2,,,,Tysk UAP-författare. Kontakt-fenomenet. Deceased.,manual_clio
UAP-PRS-fiebagpeter-0357,person,Peter,Fiebag,researcher;author,,,,,historical;aerial;consciousness,de,Germany,,2,,,,Bror till Johannes. Medförfattare UAP-böcker.,manual_clio
UAP-PRS-daehnhardtrainer-0358,person,Rainer,Daehnhardt,researcher,,,,,aerial;germany;historical,de,Germany,Munich,2,,,,Bayersk UAP-forskning.,manual_clio
UAP-PRS-degnerkai-0359,person,Kai,Degner,researcher,,,,,aerial;germany;reporting,de,Germany,,2,,,,Modern tysk UAP-rapportering och databas.,manual_clio
UAP-PRS-schrattmichael-0360,person,Michael,Schratt,researcher,,,,,aerial;crash_retrieval;historical,en,USA,,2,,,,Aerospace historian. Hemliga flygplan kontra UAP-identifikation.,manual_clio
UAP-PRS-krassapeter-0361,person,Peter,Krassa,researcher;author,,,,,historical;aerial;ancient_aliens,de,Austria,Vienna,2,,,,Österrikisk UAP-författare. Danikens krets. Deceased.,manual_clio
UAP-PRS-bostaleos-0362,person,Leos,Bosta,researcher,,,,,aerial;historical;austria,de,Austria,Vienna,2,,,,Österrikisk UAP-historiker.,manual_clio
UAP-PRS-meiereduard-0363,person,Eduard,Meier,witness,,https://bea-meier.ch,,,consciousness;contact;historical,de,Switzerland,Hinwil,3,,,,Billy Meier. Kontroversiella kontaktfall sedan 1970-tal. Mycket debatterat.,manual_clio
UAP-PRS-stevenswendelle-0364,person,Wendelle,Stevens,researcher,,,,,historical;contact;aerial,en,USA,Tucson AZ,2,,,,Investigerade Meier-fallet. Fd USAF pilot. Deceased.,manual_clio
UAP-PRS-hesemannmichael-0365,person,Michael,Hesemann,researcher;author,,https://michaelhesemann.com,,,aerial;historical;disclosure,de,Germany,Düsseldorf,1,,,,Duplicate — se v1.0. Behåller för kontinuitet.,manual_clio
UAP-PRS-popovichpavel-0366,person,Pavel,Popovich,official,Soviet Space Program,,,,aerial;space;official;russia,ru,Russia,Moscow,1,,,,Kosmonaut. General. Ordförande All-Union UFO Association. Deceased 2009.,manual_clio
UAP-PRS-platovyuri-0367,person,Yuri,Platov,scientist,Russian Academy of Sciences,,,,physics;aerial;official;russia,ru,Russia,Moscow,1,,,,Ryska vetenskapsakademin. Ledde officiell UAP-undersökningsgrupp 1980-2000.,manual_clio
UAP-PRS-listratovanatoly-0368,person,Anatoly,Listratov,official,Soviet Military,,,,aerial;military;official;russia,ru,Russia,Moscow,2,,,,Sovjet-militär UAP-program. SETKA-projektet.,manual_clio
UAP-PRS-vasinmikhail-0369,person,Mikhail,Vasin,scientist,,,,,space;physics;russia,ru,Russia,Moscow,2,,,,Vasin-Shcherbakov-hypotesen om månens artificiella ursprung. Kontroversiell.,manual_clio
UAP-PRS-bachurinemil-0370,person,Emil,Bachurin,researcher,,,,,aerial;historical;russia,ru,Russia,,2,,,,Rysk UAP-historiker. Analyserat Soviet-era-fall.,manual_clio
UAP-PRS-shurinovboris-0371,person,Boris,Shurinov,researcher,,,,,aerial;historical;russia,ru,Russia,Moscow,2,,,,Rysk UFO-reporter och historiker.,manual_clio
UAP-PRS-lishenryk-0372,person,Henryk,Lis,researcher,,,,,aerial;historical;poland,pl,Poland,Warsaw,2,,,,Polsk UAP-historiker. Varsaw-baserad forskning.,manual_clio
UAP-PRS-bzowskikrzysztof-0373,person,Krzysztof,Bzowski,researcher,NPN,https://npn.pl,,,aerial;reporting;poland,pl,Poland,Gdańsk,2,,,,NPN Tricity. Polsk UAP-rapportering.,manual_clio
UAP-PRS-baszczykartur-0374,person,Artur,Błaszczyk,researcher,,,,,aerial;poland;historical,pl,Poland,Wrocław,2,,,,Schlesisk UAP-forskning.,manual_clio
UAP-PRS-buntovilya-0375,person,Ilya,Buntov,researcher,,,,,aerial;historical;russia;ukraine,ru,Ukraine,Kharkiv,2,,,,Östukrainska UAP-rapporter.,manual_clio
UAP-PRS-psarevvalentin-0376,person,Valentin,Psarev,researcher,,,,,aerial;historical;ukraine,uk,Ukraine,Kyiv,2,,,,Ukrainsk UAP-historiker.,manual_clio
UAP-PRS-popovichmilan-0377,person,Milan,Popovich,researcher,,,,,aerial;historical;balkans,sr,Serbia,Belgrade,2,,,,Serbisk UAP-forskning. Balkanska observationer.,manual_clio
UAP-PRS-krmeljmilo-0378,person,Miloš,Krmelj,researcher,,,,,aerial;historical;balkans,sl,Slovenia,Ljubljana,2,,,,Slovenisk UAP-historiker.,manual_clio
UAP-PRS-josbentezjuan-0379,person,Juan,José Benítez,researcher;author,,https://jjbenitez.com,,,historical;aerial;latin_america,es,Spain,Bilbao,1,,,,Kabinettsfall-trilogin (Caballo de Troya ej UAP men känd). UAP-böcker om spanska fall.,manual_clio
UAP-PRS-caravacajosanton-0380,person,José Antonio,Caravaca,researcher,,https://caravaca-ufo.blogspot.com,,,historical;aerial;spain,es,Spain,Murcia,2,,,,Distortion Theory. Analyserar spanska fall med psykologisk modell.,manual_clio
UAP-PRS-farriolsrafael-0381,person,Rafael,Farriols,researcher,,,,,historical;aerial;spain,es,Spain,Barcelona,2,,,,Undersökte Manises-incidenten 1979. Finansierade UAP-forskning.,manual_clio
UAP-PRS-fernndezjulio-0382,person,Julio,Fernández,researcher;journalist,,,,,historical;aerial;official,es,Spain,Madrid,2,,,,Spanska militärfiler om UAP. Journalist.,manual_clio
UAP-PRS-fernndezbuenolor-0383,person,Lorenzo,Fernández Bueno,researcher,,,,,aerial;spain;historical,es,Spain,,2,,,,Spansk UAP-forskning.,manual_clio
UAP-PRS-malangacorrado-0384,person,Corrado,Malanga,researcher,University of Pisa,,,,abduction;consciousness;biology,it,Italy,Pisa,2,,,,Fd professor kemi. Hypnos-regression och abduction-forskning.,manual_clio
UAP-PRS-cabassirenzo-0385,person,Renzo,Cabassi,researcher,CUN,https://cun-italia.net,,,aerial;historical;italy,it,Italy,,2,,,,CUN-medarbetare. Italiensk UAP-fall.,manual_clio
UAP-PRS-vergamaurizio-0386,person,Maurizio,Verga,researcher,,,,,historical;aerial;italy,it,Italy,Milan,2,,,,Italian UAP Catalog (ITACAT). Rigorös fallkatalog.,manual_clio
UAP-PRS-russoedoardo-0387,person,Edoardo,Russo,researcher,CISU,https://cisu.org,,,historical;aerial;italy,it,Italy,Turin,1,,,,CISU — Centro Italiano Studi Ufologici. Statistisk metod.,manual_clio
UAP-PRS-introvignegianma-0388,person,Gian Marco,Introvigne,researcher;academic,CESNUR,,,,consciousness;religion;academic,it,Italy,Turin,2,,,,Religionssociolog. UAP i religiöst perspektiv. CESNUR.,manual_clio
UAP-PRS-chiumientoantoni-0389,person,Antonio,Chiumiento,researcher,,,,,aerial;italy;historical,it,Italy,,2,,,,Italiensk UAP-historiker.,manual_clio
UAP-PRS-rutkowskichris-0390,person,Chris,Rutkowski,researcher,Ufology Research,,,,aerial;reporting;statistics,en,Canada,Winnipeg MB,1,,,,Canadian UFO Survey. Årsrapport sedan 1989. Mest rigorös kanadensisk statistik.,manual_clio
UAP-PRS-dittmangeoff-0391,person,Geoff,Dittman,researcher,Ufology Research,,,,aerial;reporting;statistics,en,Canada,Winnipeg MB,2,,,,Medarbetare Canadian UFO Survey.,manual_clio
UAP-PRS-brayarthur-0392,person,Arthur,Bray,researcher,,,,,historical;aerial;official,en,Canada,Ottawa ON,2,,,,The UFO Connection. Kanadensiska militärdokument. Deceased.,manual_clio
UAP-PRS-campagnapalmiro-0393,person,Palmiro,Campagna,researcher,,,,,historical;aerial;canada,en,Canada,Ottawa ON,2,,,,Storm Over Shag Harbour. Kanadensisk ingenjör och UAP-historiker.,manual_clio
UAP-PRS-ledgerdon-0394,person,Don,Ledger,researcher,,,,,historical;aerial;canada,en,Canada,Nova Scotia,2,,,,Dark Object. Shag Harbour-incidenten 1967.,manual_clio
UAP-PRS-aykroydrobert-0395,person,Robert,Aykroyd,researcher,,,,,historical;aerial;canada,en,Canada,,2,,,,Dan Aykroyds far. Kanadensisk UFO-intressent. Deceased.,manual_clio
UAP-PRS-aykroyddan-0396,person,Dan,Aykroyd,researcher;entertainer,,,,,historical;aerial;disclosure,en,Canada,Toronto ON,2,@DanAykroyd,,,Skådespelare. Alien Autopsy-värd. Offentlig UAP-förespråkare.,manual_clio
UAP-PRS-godicvladimir-0397,person,Vladimir,Godic,researcher,UFOAA,,,,aerial;historical;australia,en,Australia,Melbourne,2,,,,UFO Association of Australia. Melbournebaserad.,manual_clio
